winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity,maridaje
Teso La Monja,Victorino,2019,4.4,71,Espana,Toro,33.9,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Bodegas Roda,Roda I Reserva Rioja,2017,4.4,71,Espana,Rioja,45.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodega Elias Mora,Toro 2V Premium,2005,4.4,70,Espana,Toro,44.0,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Tridente,Rejon Tempranillo,2018,4.4,70,Espana,Castilla y Leon,31.94,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Joan Simo,Les Eres Vinyes Velles,2015,4.4,70,Espana,Priorato,32.49,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Hacienda Lopez de Haro,Gran Reserva Classica Blanco,2012,4.4,70,Espana,Rioja,36.75,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Can Axartell,The Artist,2016,4.4,69,Espana,Mallorca,26.84,Red,4.0,3.0,"Carnes, pastas, quesos"
Juan Pinero,Amontillado 30 Years Old V.O.R.S Sherry,N.V.,4.4,69,Espana,Jerez Amontillado,36.9,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Pazo Barrantes,La Comtesse de Pazo Barrantes Albarino,2017,4.4,69,Espana,Rias Baixas,59.95,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Sara Perez y Rene Barbier,Gratallops Partida Bellvisos,2007,4.4,69,Espana,Priorato,241.4,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Abadia Retuerta,Seleccion Especial,2018,4.4,68,Espana,Sardon de Duero,27.6,Red,4.0,3.0,"Carnes, pastas, quesos"
Abel Mendoza Monge,5V Blanco,2019,4.4,68,Espana,Rioja,37.98,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Mas Llunes,Finca Butaros Vinya Centenaria,2015,4.4,67,Espana,Emporda,32.23,Red,4.0,3.0,"Carnes, pastas, quesos"
Familia Torres,Grans Muralles,2016,4.4,67,Espana,Conca de Barbera,123.76,Red,4.0,3.0,"Carnes, pastas, quesos"
Losada,La Bienquerida,2018,4.4,66,Espana,Bierzo,34.55,Mencia,3.0,3.0,"Carnes, guisos, embutidos"
Artadi,El Carretil,2016,4.4,66,Espana,Vino de Espana,155.0,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Marques de Vargas,Seleccion Privada,2011,4.4,65,Espana,Rioja,68.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Protos,Seleccion Finca el Grajo Viejo,2017,4.4,65,Espana,Ribera del Duero,59.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Frontaura,Aponte Winemaker's Private Collection Tempranillo,2008,4.4,66,Espana,Toro,112.0,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Roig Parals,Cami de Cormes,2018,4.4,65,Espana,Emporda,14.18,Red,4.0,3.0,"Carnes, pastas, quesos"
Oxer Wines,Kalamity Rioja,2017,4.4,65,Espana,Rioja,106.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Perinet,1194,2016,4.4,64,Espana,Priorato,105.8121097,Red,4.0,3.0,"Carnes, pastas, quesos"
Cepa 21,Malabrigo Ribera del Duero,2018,4.4,65,Espana,Ribera del Duero,31.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Romate,Old & Plus Pedro Ximenez,N.V.,4.4,64,Espana,Jerez Pedro Ximenes (PX),42.12,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Avgvstvs,Reserva Trajanvs,2016,4.4,64,Espana,Penedes,21.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Alvaro Palacios,Finca Dofi,1999,4.4,64,Espana,Priorato,75.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Jorge Ordonez,No. 2 Victoria,2018,4.4,64,Espana,Malaga,15.9,Unknown,4.0,3.0,unknown
Remelluri,Granja Gran Reserva Rioja,2013,4.4,63,Espana,Rioja,53.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Castillo Perelada,Emporda Gran Claustro,2015,4.4,63,Espana,Emporda,30.86,Red,4.0,3.0,"Carnes, pastas, quesos"
Anima Negra,Son Negre,2010,4.4,63,Espana,Mallorca,235.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Vinicola Real,200 Monges Rioja Reserva,2012,4.4,62,Espana,Rioja,38.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Ramon Bilbao,Lalomba Finca Valhonta,2017,4.4,61,Espana,Rioja,56.75,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Clos Mogador,Manyetes,2017,4.4,61,Espana,Priorato,59.9,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Vina Pedrosa,Gran Reserva,2014,4.4,60,Espana,Ribera del Duero,122.667917,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Recaredo,Serral del Vell Brut Nature,2016,4.4,60,Espana,Cava,34.56,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Abadia Retuerta,Pago Valdebellon,2016,4.4,60,Espana,Sardon de Duero,65.9,Cabernet Sauvignon,4.0,3.0,"Carnes rojas, caza, quesos"
Gramona,Cava Celler Batlle,2011,4.4,59,Espana,Cava,59.75,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Vina Sastre,Pesus Ribera del Duero,2003,4.4,59,Espana,Ribera del Duero,509.25,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Terroir Al Limit Soc. Lda,Les Tosses,2013,4.4,59,Espana,Priorato,158.88,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Leda,Guarda de Leda Seleccion Tempranillo,2015,4.4,59,Espana,Castilla y Leon,37.66,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Enric Soler,Nun Vinya dels Taus,2018,4.4,59,Espana,Penedes,62.7,Unknown,4.0,3.0,unknown
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2016,4.4,58,Espana,Priorato,60.73,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Es Fangar,Lo Cortinelo.Lo Blanc,2017,4.4,58,Espana,Pla i Llevant,27.25,Unknown,4.0,3.0,unknown
Cal Batllet - Celler Ripoll Sans,5 Partides Gratallops Vi de La Vila,2014,4.4,58,Espana,Priorato,49.6,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Llopart,Cava Ex-Vite Gran Reserva Brut,2010,4.4,57,Espana,Cava,43.5,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Vega Sicilia,Valbuena 5o,1982,4.4,56,Espana,Ribera del Duero,225.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Portia,Summa Edicion Limitada,2015,4.4,56,Espana,Ribera del Duero,89.97,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Mas Alta,Cirerets,2019,4.4,56,Espana,Priorato,37.9,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Los Aguilares,Pago El Espino,2019,4.4,56,Espana,Sierras de Malaga,18.9,Red,4.0,3.0,"Carnes, pastas, quesos"
La Vicalanda,Gran Reserva,2015,4.4,55,Espana,Rioja,53.8,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2015,4.4,55,Espana,Ribera del Duero,55.25,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Ostatu,Gloria Rioja,2011,4.4,55,Espana,Rioja Alavesa,44.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Finca Valpiedra,Petra de Valpiedra Garnacha,2017,4.4,55,Espana,Rioja,32.9,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Vina Pomal,Alto de la Caseta,2015,4.4,54,Espana,Rioja,82.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Recaredo,Serral del Vell Brut Nature,2015,4.4,54,Espana,Cava,33.78,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Tridente,Rejon Tempranillo,2017,4.4,54,Espana,Castilla y Leon,34.9,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Vall Llach,Mas de la Rosa,2016,4.4,53,Espana,Priorato,367.39,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Baigorri,Rioja B70,2014,4.4,52,Espana,Rioja,104.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Matarromera,Gran Reserva,2014,4.4,52,Espana,Ribera del Duero,74.55,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Vivaltus,Tinto,2016,4.4,52,Espana,Ribera del Duero,119.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Comenge,Don Miguel,2016,4.4,51,Espana,Ribera del Duero,31.9239296995019,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Collbaix Celler El Moli,Singular Negre,2015,4.4,51,Espana,Pla de Bages,27.35,Cabernet Sauvignon,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2017,4.4,51,Espana,Priorato,33.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Martinez Lacuesta,Rioja Reserva Especial,1922,4.4,51,Espana,Rioja Alta,280.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Pujanza,Rioja Cisma,2014,4.4,50,Espana,Rioja,140.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Jesus Madrazo,Seleccion Rioja,2018,4.4,50,Espana,Rioja,32.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Allende,Martires Rioja,2015,4.4,50,Espana,Rioja,91.5,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Llopart,Cava Original Brut (Espumos),2010,4.4,49,Espana,Cava,52.95,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Albet i Noya,Marti Reserva Penedes,2015,4.4,49,Espana,Penedes,35.15,Red,4.0,3.0,"Carnes, pastas, quesos"
La Rioja Alta,Vina Ardanza Reserva Seleccion Especial,2015,4.4,49,Espana,Rioja,23.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Juan Pinero,Oloroso 30 Years Old V.O.R.S,N.V.,4.4,48,Espana,Jerez Oloroso,37.9,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Olivier Riviere,Pozo Alto,2016,4.4,48,Espana,Rioja,119.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Amaren,El Cristo de Samaniego,2017,4.4,47,Espana,Rioja Alavesa,42.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Tierra,El Belisario,2016,4.4,47,Espana,Rioja,39.9,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Torre de Ona,Baron de Ona Rioja Reserva,1995,4.4,46,Espana,Rioja,50.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Clos Erasmus,Priorat,2017,4.4,45,Espana,Priorato,209.31,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Toro Albala,Don PX Seleccion,1968,4.4,45,Espana,Montilla-Moriles,165.0,Pedro Ximenez,5.0,1.0,"Postres, quesos azules"
Monte Real,Gran Reserva,1978,4.4,45,Espana,Rioja,97.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Do Ferreiro (Bodegas Gerardo Mendez),Cepas Vellas Rias Baixas Albarino,2020,4.4,44,Espana,Rias Baixas,26.5,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Legaris,La Aguilera,2016,4.4,44,Espana,Ribera del Duero,32.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodega Contador (Benjamin Romeo),Pirata,2014,4.4,44,Espana,Rioja,194.0,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Vinas del Vero,Blecua Somontano,2014,4.4,43,Espana,Somontano,74.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Territorio Luthier,Hispania,2018,4.4,43,Espana,Ribera del Duero,28.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Martin Codax,Arousa,2019,4.4,44,Espana,Vino de Espana,18.99,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Vinedos Hermanos Hernaiz,Las Cenizas Tempranillo,2018,4.4,43,Espana,Rioja Alta,19.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Cims de Porrera,Solanes Priorat,2003,4.4,43,Espana,Priorato,38.66,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Artadi,Grandes Anadas Rioja,1994,4.4,43,Espana,Rioja,180.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Martinet,Cami Pesseroles,2017,4.4,42,Espana,Priorato,75.5,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Freixenet,Cava Cuvee De Prestige Trepat,2019,4.4,43,Espana,Cava,7.89,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Azpilicueta,Felix Azpilicueta Coleccion Privada,2019,4.4,41,Espana,Rioja,18.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Gramona,Savinat Sauvignon Blanc,2019,4.4,41,Espana,Penedes,17.9,Sauvignon Blanc,3.0,3.0,"Pescados, mariscos, ensaladas"
Veronica Salgado,Capricho Crianza,2017,4.4,41,Espana,Ribera del Duero,15.4438025,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Vinedos Hermanos Hernaiz,Finca La Emperatriz Vinedo Singular Tinto,2017,4.4,41,Espana,Rioja Alta,33.55,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Clos Galena,Galena,2017,4.4,41,Espana,Priorato,19.8,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Imperial,Rioja Reserva,1982,4.4,41,Espana,Rioja,145.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Osborne,Solera PAP Palo Cortado Rare Sherry,N.V.,4.4,41,Espana,Jerez-Xeres-Sherry,189.99,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Bodegas Imperiales - Abadia de San Quirce,Finca Helena,2015,4.4,40,Espana,Ribera del Duero,59.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marta Mate,Primordium,2012,4.4,40,Espana,Ribera del Duero,29.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Albet i Noya,Marti Reserva Penedes,2016,4.4,39,Espana,Penedes,33.8,Red,4.0,3.0,"Carnes, pastas, quesos"
Bodegas Mas Alta,La Solana Alta,2018,4.4,39,Espana,Priorato,43.5,Unknown,4.0,3.0,unknown
Venta Las Vacas,La Cuartilleja Reserva,2016,4.4,39,Espana,Ribera del Duero,39.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Emilio Moro,Malleolus de Sanchomartin,2018,4.4,39,Espana,Ribera del Duero,119.35,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Figuero,Noble,2015,4.4,38,Espana,Ribera del Duero,60.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Baigorri,De Garage Rioja,2005,4.4,37,Espana,Rioja,40.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Pago Calzadilla,Gran Calzadilla,2010,4.4,37,Espana,Pago Calzadilla,34.75,Red,4.0,3.0,"Carnes, pastas, quesos"
Vivanco,4 Varietales Coleccion Rioja,2017,4.4,37,Espana,Rioja,24.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Fernandez Gao,Oloroso,N.V.,4.4,38,Espana,Jerez-Xeres-Sherry,59.9,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Allende,Aurus,1998,4.4,37,Espana,Rioja,245.25,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Toro Albala,Don PX Pedro Ximenez,1973,4.4,37,Espana,Montilla-Moriles,109.76,Pedro Ximenez,5.0,1.0,"Postres, quesos azules"
Museum,Numerus Clausus,2012,4.4,37,Espana,Cigales,59.9,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Pujanza,Rioja Cisma,2012,4.4,37,Espana,Rioja,130.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Vinicola Real,200 Monges Rioja Seleccion Especial Reserva Blanco,2008,4.4,36,Espana,Rioja,61.5,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Toro Albala,Don PX Gran Reserva,1994,4.4,36,Espana,Montilla-Moriles,33.23,Pedro Ximenez,5.0,1.0,"Postres, quesos azules"
Castillo Perelada,Emporda Aires de Garbet,2018,4.4,36,Espana,Emporda,38.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Marques de Riscal,Rioja Gran Reserva,1996,4.4,36,Espana,Rioja,38.12,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Harveys,30 Years V.O.R.S Very Old Palo Cortado Blend Medium Sherry,N.V.,4.4,35,Espana,Jerez Palo Cortado,65.0,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Farina,Campus Gothorum,2017,4.4,35,Espana,Toro,41.0,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Tinto Pesquera,Gran Reserva,2015,4.4,35,Espana,Ribera del Duero,74.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Enric Soler,Nun Vinya dels Taus,2019,4.4,35,Espana,Penedes,45.39,Unknown,4.0,3.0,unknown
Galindo San Millan,La Pizca,2016,4.4,35,Espana,Toro,26.0,Red,4.0,3.0,"Carnes, pastas, quesos"
Equipo Navazos,La Bota 90 de Manzanilla Pasada,N.V.,4.4,35,Espana,Manzanilla,39.75,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Legaris,Moradillo de Roa,2017,4.4,35,Espana,Ribera del Duero,29.89,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Casa Primicia,Cofradia,2014,4.4,34,Espana,Rioja,38.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Pujanza,Rioja Cisma,2009,4.4,34,Espana,Rioja,132.4,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2009,4.4,34,Espana,Priorato,69.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Castell Miquel,Stairway To Heaven Rosado,2020,4.4,34,Espana,Mallorca,13.99,Unknown,4.0,3.0,unknown
Barco del Corneta,La Silleria,2017,4.4,34,Espana,Castilla y Leon,24.5,Unknown,4.0,3.0,unknown
Joan d'Anguera,Planella,2020,4.4,34,Espana,Montsant,16.25,Montsant Red,4.0,3.0,"Carnes rojas, caza"
Martin Codax,Gallaecia Rias Baixes Albarino,2017,4.4,34,Espana,Rias Baixas,39.95,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Tinto Pesquera,Gran Reserva,1994,4.4,34,Espana,Ribera del Duero,138.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Xaloc,Monada,2013,4.4,33,Espana,Mallorca,35.4,Red,4.0,3.0,"Carnes, pastas, quesos"
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2019,4.4,33,Espana,Valencia,20.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Scala Dei,Heretge Priorat,2018,4.4,33,Espana,Priorato,39.99,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Terra Remota,Usted,2009,4.4,33,Espana,Emporda,159.8,Red,4.0,3.0,"Carnes, pastas, quesos"
Allende,Martires Rioja,2017,4.4,33,Espana,Rioja,139.63,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Bodegas Frontaura,Verdejo,2017,4.4,32,Espana,Toro,19.97,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
Carlos Moro,Vina Garugele,2015,4.4,32,Espana,Rioja,75.8,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Luis Perez,Petit Verdot,2013,4.4,32,Espana,Andalucia,52.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Ladairo,Barrica,2018,4.4,32,Espana,Monterrei,20.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Conreria d'Scala Dei,Voltons,2017,4.4,32,Espana,Priorato,51.95,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Castell d'Encus,Ekam Essencia,2015,4.4,32,Espana,Costers del Segre,43.44,Unknown,4.0,3.0,unknown
Traslascuestas,Valcavado de Traslascuestas,2014,4.4,31,Espana,Ribera del Duero,35.48,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Tobia,Oscar Tobia Gran Reserva Rioja,2014,4.4,31,Espana,Rioja,28.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Alvaro Palacios,La Baixada,2018,4.4,31,Espana,Priorato,239.5,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2019,4.4,31,Espana,Rioja,60.61,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Lopez Cristobal,Seleccion,2012,4.4,31,Espana,Ribera del Duero,35.35,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Codorniu,Cava El Tros Nou Pinot Noir,2009,4.4,30,Espana,Cava,89.9,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Clos Mogador,Manyetes,2018,4.4,30,Espana,Priorato,74.56,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Sota els Angels,Tinto,2007,4.4,30,Espana,Emporda,33.4,Red,4.0,3.0,"Carnes, pastas, quesos"
Berceo,Los Dominios de Berceo Prefiloxerico,2015,4.4,29,Espana,Rioja,29.25,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Romate,Old & Plus Amontillado,N.V.,4.4,28,Espana,Jerez Amontillado,15.84,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Toro Albala,Don PX Convento Seleccion,1968,4.4,28,Espana,Montilla-Moriles,173.0,Pedro Ximenez,5.0,1.0,"Postres, quesos azules"
Mas Blanch I Jove,Sao Expressiu,2012,4.4,28,Espana,Costers del Segre,34.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Carlos Serres,Onomastica Rioja Reserva,2014,4.4,28,Espana,Rioja,21.88,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
La Rioja Alta,Vina Arana Gran Reserva,2015,4.4,28,Espana,Rioja,27.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Anayon,Carinena Parcela 15 Vinas Viejas,2017,4.4,28,Espana,Carinena,54.9,Red,4.0,3.0,"Carnes, pastas, quesos"
David Moreno,Vobiscum,2015,4.4,28,Espana,Rioja,31.99,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Vina Pedrosa,La Navilla,2017,4.4,27,Espana,Ribera del Duero,24.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Edra,Merlot - Syrah,2016,4.4,27,Espana,Ribera del Gallego-Cinco Villas,11.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Bodega Numanthia,Termanthia,2000,4.4,27,Espana,Toro,140.0,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Gutierrez de la Vega,Casta Diva Cosecha Miel Moscatel Dulce,2018,4.4,27,Espana,Alicante,15.5,Unknown,4.0,3.0,unknown
Marques de Riscal,Baron de Chirel Rioja Reserva,2017,4.4,27,Espana,Rioja,95.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Valdelosfrailes,Pago de Las Costanas,2005,4.4,27,Espana,Castilla y Leon,40.2,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Remirez de Ganuza,Rioja Blanco,2019,4.4,27,Espana,Rioja,26.45,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Briego,Vendimia Seleccionada,2020,4.4,27,Espana,Ribera del Duero,7.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Guillem Carol - Cellers Carol Valles,Cava Gran Reserva Familiar Millenium Brut,2011,4.4,27,Espana,Cava,29.95,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Barahonda,Zona Zepa Monastrell,2015,4.4,26,Espana,Yecla,59.9,Monastrell,5.0,3.0,"Carnes rojas, embutidos"
Abadia Retuerta,Petit Verdot,2016,4.4,26,Espana,Sardon de Duero,115.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Tobia,Alma Tobia Blanco,2016,4.4,26,Espana,Rioja,33.0,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Vina Pomal,Reserva,1970,4.4,25,Espana,Rioja,72.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Particular,Garnacha Vinas Centenarias,2015,4.4,25,Espana,Carinena,13.95,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Bodegas Frontonio,El Jardin de las Iguales Vinedo Historico Garnacha,2016,4.4,25,Espana,Aragon,195.99,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Bodegas Asenjo & Manso,Silvanus Edicion Limitada Ribera del Duero,2015,4.4,25,Espana,Ribera del Duero,46.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
La Rioja Alta,Vina Ardanza Reserva,2009,4.3,10273,Espana,Rioja,24.38,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
La Rioja Alta,Vina Ardanza Reserva,2012,4.3,9092,Espana,Rioja,20.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Familia Torres,San Valentin Parellada,2019,4.3,7401,Espana,Cataluna,6.95,Unknown,4.0,3.0,unknown
Abadia Retuerta,Seleccion Especial,2016,4.3,7293,Espana,Sardon de Duero,17.48,Red,4.0,3.0,"Carnes, pastas, quesos"
R. Lopez de Heredia,Vina Tondonia Reserva,2008,4.3,6521,Espana,Rioja,37.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Pintia,Toro,2010,4.3,6345,Espana,Toro,79.75,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Abadia Retuerta,Seleccion Especial,2015,4.3,5152,Espana,Sardon de Duero,24.95,Red,4.0,3.0,"Carnes, pastas, quesos"
La Rioja Alta,Rioja Gran Reserva 904,2004,4.3,4994,Espana,Rioja,29.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Dominio de Pingus,PSI,2018,4.3,4767,Espana,Ribera del Duero,29.13,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Dominio de Pingus,PSI,2017,4.3,4457,Espana,Ribera del Duero,33.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Muga,Seleccion Especial (Reserva),2015,4.3,4266,Espana,Rioja,28.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Pago de Carraovejas,Tinto,2012,4.3,4023,Espana,Ribera del Duero,25.8,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Emilio Moro,Malleolus,2016,4.3,3997,Espana,Ribera del Duero,37.86,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Muga,Seleccion Especial (Reserva),2014,4.3,3829,Espana,Rioja,34.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Matarromera,Ribera del Duero Reserva,2014,4.3,3660,Espana,Ribera del Duero,33.64,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Matarromera,Ribera del Duero Reserva,2015,4.3,3620,Espana,Ribera del Duero,36.35,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
